,No.,Time,Source,Destination,Protocol,Length,Info,From_Target,OS,Software,Comm_Type,Session,Info_Filtered,Handshake,Seq,Ack,Win,Len,Conversation_dT,Conversation_Protocol_T-1,Conversation_Protocol_T-2,Conversation_Protocol_T-3,Conversation_Protocol_T-4,Conversation_Protocol_T-5,Conversation_Protocol_T-6,Conversation_Protocol_T-7,Conversation_Protocol_T-8,Conversation_Protocol_T-9,Conversation_Length_T-1,Conversation_Length_T-2,Conversation_Length_T-3,Conversation_Length_T-4,Conversation_Length_T-5,Conversation_Length_T-6,Conversation_Length_T-7,Conversation_Length_T-8,Conversation_Length_T-9,Conversation_From_Target_T-1,Conversation_From_Target_T-2,Conversation_From_Target_T-3,Conversation_From_Target_T-4,Conversation_From_Target_T-5,Conversation_From_Target_T-6,Conversation_From_Target_T-7,Conversation_From_Target_T-8,Conversation_From_Target_T-9,Conversation_dT_T-1,Conversation_dT_T-2,Conversation_dT_T-3,Conversation_dT_T-4,Conversation_dT_T-5,Conversation_dT_T-6,Conversation_dT_T-7,Conversation_dT_T-8,Conversation_dT_T-9
3580,3593,6.241576,157.240.14.19,Target,TCP,1434,[TCP Spurious Retransmission] 443  >  51763 [ACK] Seq=1445345 Ack=9691 Win=35584 Len=1380,False,,,Browsing,6,[TCP Spurious Retransmission]   >   [ACK] Seq= Ack= Win= Len=,[ACK],1445345,9691,35584,1380,0.0,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TCP,TCP,TCP,TCP,96,1434,1434,1434,1434,54,54,74,74,False,False,False,False,False,True,True,True,True,1.000000000139778e-06,1.000000000139778e-06,0.0,9.999999992515995e-07,0.0010960000000013181,6.299999999903605e-05,7.200000000029405e-05,8.900000000000574e-05,6.299999999992423e-05
3581,3594,6.241576,157.240.14.19,Target,TCP,1434,[TCP Spurious Retransmission] 443  >  51763 [ACK] Seq=1446767 Ack=9691 Win=35584 Len=1380,False,,,Browsing,6,[TCP Spurious Retransmission]   >   [ACK] Seq= Ack= Win= Len=,[ACK],1446767,9691,35584,1380,0.0,TCP,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TCP,TCP,TCP,1434,96,1434,1434,1434,1434,54,54,74,False,False,False,False,False,False,True,True,True,0.0,1.000000000139778e-06,1.000000000139778e-06,0.0,9.999999992515995e-07,0.0010960000000013181,6.299999999903605e-05,7.200000000029405e-05,8.900000000000574e-05
3582,3595,6.241624,Target,157.240.14.19,TCP,66,[TCP Dup ACK 3586#1] 51763  >  443 [ACK] Seq=9691 Ack=1452287 Win=524288 Len=0 SLE=1446725 SRE=1446767,True,Windows 10,Firefox,Browsing,6,[TCP Dup ACK #]   >   [ACK] Seq= Ack= Win= Len= SLE= SRE=,[ACK],9691,1452287,524288,0,4.7999999999603915e-05,TCP,TCP,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TCP,TCP,1434,1434,96,1434,1434,1434,1434,54,54,False,False,False,False,False,False,False,True,True,0.0,0.0,1.000000000139778e-06,1.000000000139778e-06,0.0,9.999999992515995e-07,0.0010960000000013181,6.299999999903605e-05,7.200000000029405e-05
3583,3596,6.2416849999999995,Target,157.240.14.19,TCP,66,[TCP Dup ACK 3586#2] 51763  >  443 [ACK] Seq=9691 Ack=1452287 Win=524288 Len=0 SLE=1445345 SRE=1446725,True,Windows 10,Firefox,Browsing,6,[TCP Dup ACK #]   >   [ACK] Seq= Ack= Win= Len= SLE= SRE=,[ACK],9691,1452287,524288,0,6.099999999964467e-05,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TCP,66,1434,1434,96,1434,1434,1434,1434,54,True,False,False,False,False,False,False,False,True,4.7999999999603915e-05,0.0,0.0,1.000000000139778e-06,1.000000000139778e-06,0.0,9.999999992515995e-07,0.0010960000000013181,6.299999999903605e-05
3584,3597,6.241715,Target,157.240.14.19,TCP,66,[TCP Dup ACK 3586#3] 51763  >  443 [ACK] Seq=9691 Ack=1452287 Win=524288 Len=0 SLE=1446767 SRE=1448147,True,Windows 10,Firefox,Browsing,6,[TCP Dup ACK #]   >   [ACK] Seq= Ack= Win= Len= SLE= SRE=,[ACK],9691,1452287,524288,0,3.0000000000640625e-05,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TLSv1.3,TCP,66,66,1434,1434,96,1434,1434,1434,1434,True,True,False,False,False,False,False,False,False,6.099999999964467e-05,4.7999999999603915e-05,0.0,0.0,1.000000000139778e-06,1.000000000139778e-06,0.0,9.999999992515995e-07,0.0010960000000013181
3585,3598,6.241738,Target,157.240.14.19,TCP,54,51764  >  443 [ACK] Seq=14088 Ack=648461 Win=524288 Len=0,True,Windows 10,Firefox,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],14088,648461,524288,0,2.299999999966218e-05,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TLSv1.3,66,66,66,1434,1434,96,1434,1434,1434,True,True,True,False,False,False,False,False,False,3.0000000000640625e-05,6.099999999964467e-05,4.7999999999603915e-05,0.0,0.0,1.000000000139778e-06,1.000000000139778e-06,0.0,9.999999992515995e-07
3586,3599,6.247139,157.240.14.19,Target,TLSv1.3,1434,Application Data [TCP segment of a reassembled PDU],False,,,Browsing,6,Application Data [TCP segment of a reassembled PDU],,,,,,0.005400999999999989,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,54,66,66,66,1434,1434,96,1434,1434,True,True,True,True,False,False,False,False,False,2.299999999966218e-05,3.0000000000640625e-05,6.099999999964467e-05,4.7999999999603915e-05,0.0,0.0,1.000000000139778e-06,1.000000000139778e-06,0.0
3587,3600,6.247139,157.240.14.19,Target,TLSv1.3,1434,Application Data [TCP segment of a reassembled PDU],False,,,Browsing,6,Application Data [TCP segment of a reassembled PDU],,,,,,0.0,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,1434,54,66,66,66,1434,1434,96,1434,False,True,True,True,True,False,False,False,False,0.005400999999999989,2.299999999966218e-05,3.0000000000640625e-05,6.099999999964467e-05,4.7999999999603915e-05,0.0,0.0,1.000000000139778e-06,1.000000000139778e-06
3588,3601,6.24714,157.240.14.19,Target,TCP,1434,"[TCP Spurious Retransmission] 443  >  51763 [ACK] Seq=1448147 Ack=9691 Win=35584 Len=1380[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)]",False,,,Browsing,6,"[TCP Spurious Retransmission]   >   [ACK] Seq= Ack= Win= Len=[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)]",[ACK],1448147,9691,35584,1380,1.000000000139778e-06,TLSv1.3,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TCP,1434,1434,54,66,66,66,1434,1434,96,False,False,True,True,True,True,False,False,False,0.0,0.005400999999999989,2.299999999966218e-05,3.0000000000640625e-05,6.099999999964467e-05,4.7999999999603915e-05,0.0,0.0,1.000000000139778e-06
3589,3602,6.24718,Target,157.240.14.19,TCP,66,[TCP Dup ACK 3586#4] 51763  >  443 [ACK] Seq=9691 Ack=1452287 Win=524288 Len=0 SLE=1448147 SRE=1449527,True,Windows 10,Firefox,Browsing,6,[TCP Dup ACK #]   >   [ACK] Seq= Ack= Win= Len= SLE= SRE=,[ACK],9691,1452287,524288,0,4.000000000026205e-05,TCP,TLSv1.3,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,1434,1434,1434,54,66,66,66,1434,1434,False,False,False,True,True,True,True,False,False,1.000000000139778e-06,0.0,0.005400999999999989,2.299999999966218e-05,3.0000000000640625e-05,6.099999999964467e-05,4.7999999999603915e-05,0.0,0.0
3590,3603,6.247237,Target,157.240.14.19,TCP,54,51764  >  443 [ACK] Seq=14088 Ack=651221 Win=524288 Len=0,True,Windows 10,Firefox,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],14088,651221,524288,0,5.699999999997374e-05,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TCP,TCP,TCP,TCP,66,1434,1434,1434,54,66,66,66,1434,True,False,False,False,True,True,True,True,False,4.000000000026205e-05,1.000000000139778e-06,0.0,0.005400999999999989,2.299999999966218e-05,3.0000000000640625e-05,6.099999999964467e-05,4.7999999999603915e-05,0.0
3591,3604,6.2489550000000005,157.240.14.19,Target,TCP,1434,"[TCP Spurious Retransmission] 443  >  51763 [ACK] Seq=1449527 Ack=9691 Win=35584 Len=1380[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)]",False,,,Browsing,6,"[TCP Spurious Retransmission]   >   [ACK] Seq= Ack= Win= Len=[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)]",[ACK],1449527,9691,35584,1380,0.0017180000000003304,TCP,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TCP,TCP,TCP,54,66,1434,1434,1434,54,66,66,66,True,True,False,False,False,True,True,True,True,5.699999999997374e-05,4.000000000026205e-05,1.000000000139778e-06,0.0,0.005400999999999989,2.299999999966218e-05,3.0000000000640625e-05,6.099999999964467e-05,4.7999999999603915e-05
3592,3605,6.2489550000000005,157.240.14.19,Target,TCP,1434,"[TCP Spurious Retransmission] 443  >  51763 [ACK] Seq=1450907 Ack=9691 Win=35584 Len=1380[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)]",False,,,Browsing,6,"[TCP Spurious Retransmission]   >   [ACK] Seq= Ack= Win= Len=[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)]",[ACK],1450907,9691,35584,1380,0.0,TCP,TCP,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TCP,TCP,1434,54,66,1434,1434,1434,54,66,66,False,True,True,False,False,False,True,True,True,0.0017180000000003304,5.699999999997374e-05,4.000000000026205e-05,1.000000000139778e-06,0.0,0.005400999999999989,2.299999999966218e-05,3.0000000000640625e-05,6.099999999964467e-05
3593,3606,6.248956,157.240.14.19,Target,TLSv1.3,1434,Application Data [TCP segment of a reassembled PDU],False,,,Browsing,6,Application Data [TCP segment of a reassembled PDU],,,,,,9.999999992515995e-07,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TCP,1434,1434,54,66,1434,1434,1434,54,66,False,False,True,True,False,False,False,True,True,0.0,0.0017180000000003304,5.699999999997374e-05,4.000000000026205e-05,1.000000000139778e-06,0.0,0.005400999999999989,2.299999999966218e-05,3.0000000000640625e-05
3594,3607,6.248957,157.240.14.19,Target,TCP,1434,443  >  51763 [ACK] Seq=1453667 Ack=9691 Win=35584 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],1453667,9691,35584,1380,1.000000000139778e-06,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TLSv1.3,TCP,1434,1434,1434,54,66,1434,1434,1434,54,False,False,False,True,True,False,False,False,True,9.999999992515995e-07,0.0,0.0017180000000003304,5.699999999997374e-05,4.000000000026205e-05,1.000000000139778e-06,0.0,0.005400999999999989,2.299999999966218e-05
3595,3608,6.248957,157.240.14.19,Target,TLSv1.3,1434,Application Data [TCP segment of a reassembled PDU],False,,,Browsing,6,Application Data [TCP segment of a reassembled PDU],,,,,,0.0,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TLSv1.3,1434,1434,1434,1434,54,66,1434,1434,1434,False,False,False,False,True,True,False,False,False,1.000000000139778e-06,9.999999992515995e-07,0.0,0.0017180000000003304,5.699999999997374e-05,4.000000000026205e-05,1.000000000139778e-06,0.0,0.005400999999999989
3596,3609,6.248957,157.240.14.19,Target,TLSv1.3,1434,Application Data [TCP segment of a reassembled PDU],False,,,Browsing,6,Application Data [TCP segment of a reassembled PDU],,,,,,0.0,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TLSv1.3,1434,1434,1434,1434,1434,54,66,1434,1434,False,False,False,False,False,True,True,False,False,0.0,1.000000000139778e-06,9.999999992515995e-07,0.0,0.0017180000000003304,5.699999999997374e-05,4.000000000026205e-05,1.000000000139778e-06,0.0
3597,3610,6.248983,Target,157.240.14.19,TCP,66,[TCP Dup ACK 3586#5] 51763  >  443 [ACK] Seq=9691 Ack=1452287 Win=524288 Len=0 SLE=1449527 SRE=1450907,True,Windows 10,Firefox,Browsing,6,[TCP Dup ACK #]   >   [ACK] Seq= Ack= Win= Len= SLE= SRE=,[ACK],9691,1452287,524288,0,2.6000000000081513e-05,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,1434,1434,1434,1434,1434,1434,54,66,1434,False,False,False,False,False,False,True,True,False,0.0,0.0,1.000000000139778e-06,9.999999992515995e-07,0.0,0.0017180000000003304,5.699999999997374e-05,4.000000000026205e-05,1.000000000139778e-06
3598,3611,6.249022,Target,157.240.14.19,TCP,66,[TCP Dup ACK 3586#6] 51763  >  443 [ACK] Seq=9691 Ack=1452287 Win=524288 Len=0 SLE=1450907 SRE=1452287,True,Windows 10,Firefox,Browsing,6,[TCP Dup ACK #]   >   [ACK] Seq= Ack= Win= Len= SLE= SRE=,[ACK],9691,1452287,524288,0,3.900000000012227e-05,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,66,1434,1434,1434,1434,1434,1434,54,66,True,False,False,False,False,False,False,True,True,2.6000000000081513e-05,0.0,0.0,1.000000000139778e-06,9.999999992515995e-07,0.0,0.0017180000000003304,5.699999999997374e-05,4.000000000026205e-05
3599,3612,6.249048,Target,157.240.14.19,TCP,54,51763  >  443 [ACK] Seq=9691 Ack=1457807 Win=524288 Len=0,True,Windows 10,Firefox,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],9691,1457807,524288,0,2.6000000000081513e-05,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,66,66,1434,1434,1434,1434,1434,1434,54,True,True,False,False,False,False,False,False,True,3.900000000012227e-05,2.6000000000081513e-05,0.0,0.0,1.000000000139778e-06,9.999999992515995e-07,0.0,0.0017180000000003304,5.699999999997374e-05
3600,3613,6.254901,157.240.14.19,Target,TCP,1434,443  >  51764 [ACK] Seq=651221 Ack=14088 Win=90368 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],651221,14088,90368,1380,0.005853000000000108,TCP,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TCP,54,66,66,1434,1434,1434,1434,1434,1434,True,True,True,False,False,False,False,False,False,2.6000000000081513e-05,3.900000000012227e-05,2.6000000000081513e-05,0.0,0.0,1.000000000139778e-06,9.999999992515995e-07,0.0,0.0017180000000003304
3601,3614,6.254901,157.240.14.19,Target,TLSv1.3,1434,Application Data [TCP segment of a reassembled PDU],False,,,Browsing,6,Application Data [TCP segment of a reassembled PDU],,,,,,0.0,TCP,TCP,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,1434,54,66,66,1434,1434,1434,1434,1434,False,True,True,True,False,False,False,False,False,0.005853000000000108,2.6000000000081513e-05,3.900000000012227e-05,2.6000000000081513e-05,0.0,0.0,1.000000000139778e-06,9.999999992515995e-07,0.0
3602,3615,6.2549019999999995,157.240.14.19,Target,TCP,1434,443  >  51763 [ACK] Seq=1457807 Ack=9691 Win=35584 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],1457807,9691,35584,1380,9.999999992515995e-07,TLSv1.3,TCP,TCP,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,1434,1434,54,66,66,1434,1434,1434,1434,False,False,True,True,True,False,False,False,False,0.0,0.005853000000000108,2.6000000000081513e-05,3.900000000012227e-05,2.6000000000081513e-05,0.0,0.0,1.000000000139778e-06,9.999999992515995e-07
3603,3616,6.254951,Target,157.240.14.19,TCP,54,51764  >  443 [ACK] Seq=14088 Ack=653981 Win=524288 Len=0,True,Windows 10,Firefox,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],14088,653981,524288,0,4.900000000063187e-05,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TLSv1.3,TLSv1.3,TCP,1434,1434,1434,54,66,66,1434,1434,1434,False,False,False,True,True,True,False,False,False,9.999999992515995e-07,0.0,0.005853000000000108,2.6000000000081513e-05,3.900000000012227e-05,2.6000000000081513e-05,0.0,0.0,1.000000000139778e-06
3604,3617,6.2568,157.240.14.19,Target,TLSv1.3,1434,Application Data [TCP segment of a reassembled PDU],False,,,Browsing,6,Application Data [TCP segment of a reassembled PDU],,,,,,0.0018489999999999895,TCP,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TLSv1.3,TLSv1.3,54,1434,1434,1434,54,66,66,1434,1434,True,False,False,False,True,True,True,False,False,4.900000000063187e-05,9.999999992515995e-07,0.0,0.005853000000000108,2.6000000000081513e-05,3.900000000012227e-05,2.6000000000081513e-05,0.0,0.0
3605,3618,6.256801,157.240.14.15,Target,TCP,54,443  >  51770 [ACK] Seq=1 Ack=518 Win=29184 Len=0,False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1,518,29184,0,0.18997500000000045,TCP,TLSv1.3,TCP,TCP,TCP,,,,,66,571,54,66,66,,,,,True,True,True,False,True,,,,,0.06674299999999977,0.0017480000000000828,0.00016399999999983095,0.4740820000000001,,,,,
3606,3619,6.256801,157.240.14.15,Target,TLSv1.3,1434,"Server Hello, Change Cipher Spec, Application Data",False,,,Browsing,6,"Server Hello, Change Cipher Spec, Application Data",,,,,,0.0,TCP,TCP,TLSv1.3,TCP,TCP,TCP,,,,54,66,571,54,66,66,,,,False,True,True,True,False,True,,,,0.18997500000000045,0.06674299999999977,0.0017480000000000828,0.00016399999999983095,0.4740820000000001,,,,
3607,3620,6.256801,157.240.14.15,Target,TLSv1.3,434,"[TCP Previous segment not captured] , Continuation Data",False,,,Browsing,6,"[TCP Previous segment not captured] , Continuation Data",,,,,,0.0,TLSv1.3,TCP,TCP,TLSv1.3,TCP,TCP,TCP,,,1434,54,66,571,54,66,66,,,False,False,True,True,True,False,True,,,0.0,0.18997500000000045,0.06674299999999977,0.0017480000000000828,0.00016399999999983095,0.4740820000000001,,,
3608,3621,6.2568019999999995,157.240.14.15,Target,TCP,1434,[TCP Out-Of-Order] 443  >  51770 [ACK] Seq=1381 Ack=518 Win=29184 Len=1380,False,,,Browsing,6,[TCP Out-Of-Order]   >   [ACK] Seq= Ack= Win= Len=,[ACK],1381,518,29184,1380,9.999999992515995e-07,TLSv1.3,TLSv1.3,TCP,TCP,TLSv1.3,TCP,TCP,TCP,,434,1434,54,66,571,54,66,66,,False,False,False,True,True,True,False,True,,0.0,0.0,0.18997500000000045,0.06674299999999977,0.0017480000000000828,0.00016399999999983095,0.4740820000000001,,
3609,3622,6.256931,Target,157.240.14.15,TCP,66,51770  >  443 [ACK] Seq=518 Ack=1381 Win=131072 Len=0 SLE=2761 SRE=3141,True,Windows 10,Firefox,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= SLE= SRE=,[ACK],518,1381,131072,0,0.0001290000000002678,TCP,TLSv1.3,TLSv1.3,TCP,TCP,TLSv1.3,TCP,TCP,TCP,1434,434,1434,54,66,571,54,66,66,False,False,False,False,True,True,True,False,True,9.999999992515995e-07,0.0,0.0,0.18997500000000045,0.06674299999999977,0.0017480000000000828,0.00016399999999983095,0.4740820000000001,
3610,3623,6.2570760000000005,Target,157.240.14.15,TCP,54,51770  >  443 [ACK] Seq=518 Ack=3141 Win=131072 Len=0,True,Windows 10,Firefox,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],518,3141,131072,0,0.00014500000000072788,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TCP,TLSv1.3,TCP,TCP,66,1434,434,1434,54,66,571,54,66,True,False,False,False,False,True,True,True,False,0.0001290000000002678,9.999999992515995e-07,0.0,0.0,0.18997500000000045,0.06674299999999977,0.0017480000000000828,0.00016399999999983095,0.4740820000000001
3611,3624,6.257128,Target,157.240.14.19,TCP,54,51763  >  443 [ACK] Seq=9691 Ack=1460567 Win=524288 Len=0,True,Windows 10,Firefox,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],9691,1460567,524288,0,0.0003279999999996619,TLSv1.3,TCP,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TLSv1.3,1434,54,1434,1434,1434,54,66,66,1434,False,True,False,False,False,True,True,True,False,0.0018489999999999895,4.900000000063187e-05,9.999999992515995e-07,0.0,0.005853000000000108,2.6000000000081513e-05,3.900000000012227e-05,2.6000000000081513e-05,0.0
3612,3625,6.257354,157.240.14.19,Target,TLSv1.3,1434,Application Data [TCP segment of a reassembled PDU],False,,,Browsing,6,Application Data [TCP segment of a reassembled PDU],,,,,,0.00022600000000050358,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TCP,TCP,TCP,TCP,54,1434,54,1434,1434,1434,54,66,66,True,False,True,False,False,False,True,True,True,0.0003279999999996619,0.0018489999999999895,4.900000000063187e-05,9.999999992515995e-07,0.0,0.005853000000000108,2.6000000000081513e-05,3.900000000012227e-05,2.6000000000081513e-05
3613,3626,6.2573550000000004,157.240.14.19,Target,TCP,1434,443  >  51764 [ACK] Seq=655361 Ack=14088 Win=90368 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],655361,14088,90368,1380,1.000000000139778e-06,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TCP,TCP,TCP,1434,54,1434,54,1434,1434,1434,54,66,False,True,False,True,False,False,False,True,True,0.00022600000000050358,0.0003279999999996619,0.0018489999999999895,4.900000000063187e-05,9.999999992515995e-07,0.0,0.005853000000000108,2.6000000000081513e-05,3.900000000012227e-05
3614,3627,6.257391,Target,157.240.14.19,TCP,54,51764  >  443 [ACK] Seq=14088 Ack=656741 Win=524288 Len=0,True,Windows 10,Firefox,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],14088,656741,524288,0,3.5999999999702936e-05,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TCP,TCP,1434,1434,54,1434,54,1434,1434,1434,54,False,False,True,False,True,False,False,False,True,1.000000000139778e-06,0.00022600000000050358,0.0003279999999996619,0.0018489999999999895,4.900000000063187e-05,9.999999992515995e-07,0.0,0.005853000000000108,2.6000000000081513e-05
3615,3628,6.260383,Target,157.240.14.15,TLSv1.3,118,"Change Cipher Spec, Application Data",True,Windows 10,Firefox,Browsing,6,"Change Cipher Spec, Application Data",,,,,,0.0033069999999995048,TCP,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TCP,TLSv1.3,TCP,54,66,1434,434,1434,54,66,571,54,True,True,False,False,False,False,True,True,True,0.00014500000000072788,0.0001290000000002678,9.999999992515995e-07,0.0,0.0,0.18997500000000045,0.06674299999999977,0.0017480000000000828,0.00016399999999983095
3616,3629,6.260955,Target,157.240.14.15,TLSv1.3,224,Application Data,True,Windows 10,Firefox,Browsing,6,Application Data,,,,,,0.0005720000000000169,TLSv1.3,TCP,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TCP,TLSv1.3,118,54,66,1434,434,1434,54,66,571,True,True,True,False,False,False,False,True,True,0.0033069999999995048,0.00014500000000072788,0.0001290000000002678,9.999999992515995e-07,0.0,0.0,0.18997500000000045,0.06674299999999977,0.0017480000000000828
3617,3630,6.281206,157.240.14.19,Target,TLSv1.3,1434,Application Data [TCP segment of a reassembled PDU],False,,,Browsing,6,Application Data [TCP segment of a reassembled PDU],,,,,,0.02381499999999992,TCP,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TCP,54,1434,1434,54,1434,54,1434,1434,1434,True,False,False,True,False,True,False,False,False,3.5999999999702936e-05,1.000000000139778e-06,0.00022600000000050358,0.0003279999999996619,0.0018489999999999895,4.900000000063187e-05,9.999999992515995e-07,0.0,0.005853000000000108
3618,3631,6.282153,157.240.14.19,Target,TLSv1.3,1434,Application Data [TCP segment of a reassembled PDU],False,,,Browsing,6,Application Data [TCP segment of a reassembled PDU],,,,,,0.0009470000000000312,TLSv1.3,TCP,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TLSv1.3,1434,54,1434,1434,54,1434,54,1434,1434,False,True,False,False,True,False,True,False,False,0.02381499999999992,3.5999999999702936e-05,1.000000000139778e-06,0.00022600000000050358,0.0003279999999996619,0.0018489999999999895,4.900000000063187e-05,9.999999992515995e-07,0.0
3619,3632,6.282153,157.240.14.19,Target,TLSv1.3,384,Application Data,False,,,Browsing,6,Application Data,,,,,,0.0,TLSv1.3,TLSv1.3,TCP,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,1434,1434,54,1434,1434,54,1434,54,1434,False,False,True,False,False,True,False,True,False,0.0009470000000000312,0.02381499999999992,3.5999999999702936e-05,1.000000000139778e-06,0.00022600000000050358,0.0003279999999996619,0.0018489999999999895,4.900000000063187e-05,9.999999992515995e-07
3620,3633,6.282153,157.240.14.19,Target,TCP,1434,443  >  51764 [ACK] Seq=659831 Ack=14088 Win=90368 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],659831,14088,90368,1380,0.0,TLSv1.3,TLSv1.3,TLSv1.3,TCP,TCP,TLSv1.3,TCP,TLSv1.3,TCP,384,1434,1434,54,1434,1434,54,1434,54,False,False,False,True,False,False,True,False,True,0.0,0.0009470000000000312,0.02381499999999992,3.5999999999702936e-05,1.000000000139778e-06,0.00022600000000050358,0.0003279999999996619,0.0018489999999999895,4.900000000063187e-05
3621,3634,6.282154,157.240.14.19,Target,TLSv1.3,96,Application Data,False,,,Browsing,6,Application Data,,,,,,1.000000000139778e-06,TCP,TLSv1.3,TLSv1.3,TLSv1.3,TCP,TCP,TLSv1.3,TCP,TLSv1.3,1434,384,1434,1434,54,1434,1434,54,1434,False,False,False,False,True,False,False,True,False,0.0,0.0,0.0009470000000000312,0.02381499999999992,3.5999999999702936e-05,1.000000000139778e-06,0.00022600000000050358,0.0003279999999996619,0.0018489999999999895
3622,3635,6.282181,Target,157.240.14.19,TCP,54,51764  >  443 [ACK] Seq=14088 Ack=661253 Win=524288 Len=0,True,Windows 10,Firefox,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],14088,661253,524288,0,2.6999999999333113e-05,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TLSv1.3,TCP,TCP,TLSv1.3,TCP,96,1434,384,1434,1434,54,1434,1434,54,False,False,False,False,False,True,False,False,True,1.000000000139778e-06,0.0,0.0,0.0009470000000000312,0.02381499999999992,3.5999999999702936e-05,1.000000000139778e-06,0.00022600000000050358,0.0003279999999996619
3623,3636,6.2887830000000005,157.240.14.19,Target,TCP,1434,443  >  51764 [ACK] Seq=661253 Ack=14088 Win=90368 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],661253,14088,90368,1380,0.006602000000000885,TCP,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TLSv1.3,TCP,TCP,TLSv1.3,54,96,1434,384,1434,1434,54,1434,1434,True,False,False,False,False,False,True,False,False,2.6999999999333113e-05,1.000000000139778e-06,0.0,0.0,0.0009470000000000312,0.02381499999999992,3.5999999999702936e-05,1.000000000139778e-06,0.00022600000000050358
