"No.","Time","Source","Destination","Protocol","Length","Info"
"31","1.190997","192.168.1.100","192.168.1.254","DNS","87","Standard query 0x86cc A ghnvvsdvvifpmj.attlocal.net"
"32","1.198021","192.168.1.254","192.168.1.100","DNS","143","Standard query response 0x6e62 No such name A jlmuszxokfoqry.attlocal.net SOA localhost"
"33","1.198021","192.168.1.254","192.168.1.100","DNS","137","Standard query response 0xc5e3 No such name A phbuczan.attlocal.net SOA localhost"
"34","1.198644","192.168.1.100","192.168.1.254","DNS","81","Standard query 0xd7e1 A phbuczan.attlocal.net"
"35","1.198644","192.168.1.100","192.168.1.254","DNS","87","Standard query 0x3d9c A jlmuszxokfoqry.attlocal.net"
"36","1.274643","192.168.1.254","192.168.1.100","DNS","143","Standard query response 0x86cc No such name A ghnvvsdvvifpmj.attlocal.net SOA localhost"
"37","1.274926","192.168.1.100","192.168.1.255","NBNS","92","Name query NB GHNVVSDVVIFPMJ<00>"
"38","1.275123","192.168.1.100","224.0.0.251","MDNS","80","Standard query 0x0000 A ghnvvsdvvifpmj.local, ""QM"" question"
"41","1.275741","192.168.1.100","224.0.0.252","LLMNR","74","Standard query 0xf028 A ghnvvsdvvifpmj"
"42","1.282724","192.168.1.254","192.168.1.100","DNS","143","Standard query response 0x3d9c No such name A jlmuszxokfoqry.attlocal.net SOA localhost"
"43","1.283025","192.168.1.100","192.168.1.255","NBNS","92","Name query NB JLMUSZXOKFOQRY<00>"
"44","1.283253","192.168.1.100","224.0.0.251","MDNS","80","Standard query 0x0000 A jlmuszxokfoqry.local, ""QM"" question"
"47","1.283827","192.168.1.100","224.0.0.252","LLMNR","74","Standard query 0x7396 A jlmuszxokfoqry"
"48","1.291959","192.168.1.254","192.168.1.100","DNS","137","Standard query response 0xd7e1 No such name A phbuczan.attlocal.net SOA localhost"
"49","1.292233","192.168.1.100","192.168.1.255","NBNS","92","Name query NB PHBUCZAN<00>"
"50","1.292417","192.168.1.100","224.0.0.251","MDNS","74","Standard query 0x0000 A phbuczan.local, ""QM"" question"
"53","1.292987","192.168.1.100","224.0.0.252","LLMNR","68","Standard query 0x7b9f A phbuczan"
"56","1.686329","192.168.1.100","224.0.0.252","LLMNR","74","Standard query 0xf028 A ghnvvsdvvifpmj"
"58","1.694239","192.168.1.100","224.0.0.252","LLMNR","74","Standard query 0x7396 A jlmuszxokfoqry"
"60","1.702563","192.168.1.100","224.0.0.252","LLMNR","68","Standard query 0x7b9f A phbuczan"
"61","2.026044","192.168.1.100","192.168.1.255","NBNS","92","Name query NB GHNVVSDVVIFPMJ<00>"
"62","2.033928","192.168.1.100","192.168.1.255","NBNS","92","Name query NB JLMUSZXOKFOQRY<00>"
"63","2.043766","192.168.1.100","192.168.1.255","NBNS","92","Name query NB PHBUCZAN<00>"
"64","2.275530","192.168.1.100","224.0.0.251","MDNS","80","Standard query 0x0000 A ghnvvsdvvifpmj.local, ""QM"" question"
"66","2.283118","192.168.1.100","224.0.0.251","MDNS","80","Standard query 0x0000 A jlmuszxokfoqry.local, ""QM"" question"
"68","2.293393","192.168.1.100","224.0.0.251","MDNS","74","Standard query 0x0000 A phbuczan.local, ""QM"" question"
"71","2.776956","192.168.1.100","192.168.1.255","NBNS","92","Name query NB GHNVVSDVVIFPMJ<00>"
"72","2.784372","192.168.1.100","192.168.1.255","NBNS","92","Name query NB JLMUSZXOKFOQRY<00>"
"73","2.794009","192.168.1.100","192.168.1.255","NBNS","92","Name query NB PHBUCZAN<00>"
"74","2.817150","192.168.1.100","192.168.1.71","TCP","164","63334  >  8009 [PSH, ACK] Seq=1 Ack=1 Win=510 Len=110 [TCP segment of a reassembled PDU]"
"75","2.822256","192.168.1.71","192.168.1.100","TCP","164","8009  >  63334 [PSH, ACK] Seq=1 Ack=111 Win=279 Len=110 [TCP segment of a reassembled PDU]"
"76","2.863412","192.168.1.100","192.168.1.71","TCP","54","63334  >  8009 [ACK] Seq=111 Ack=111 Win=510 Len=0"
"77","3.223973","192.168.1.100","192.168.1.254","DNS","77","Standard query 0x20c3 A wpad.attlocal.net"
"78","3.278247","192.168.1.100","74.125.21.105","TLSv1.2","346","Application Data"
"79","3.278704","192.168.1.100","74.125.21.105","TLSv1.2","89","Application Data"
"80","3.310875","74.125.21.105","192.168.1.100","TCP","60","443  >  63330 [ACK] Seq=1 Ack=293 Win=273 Len=0"
"81","3.310875","74.125.21.105","192.168.1.100","TCP","60","443  >  63330 [ACK] Seq=1 Ack=328 Win=273 Len=0"
"82","3.324443","192.168.1.254","192.168.1.100","DNS","133","Standard query response 0x20c3 No such name A wpad.attlocal.net SOA localhost"
"83","3.324730","192.168.1.100","192.168.1.255","NBNS","92","Name query NB WPAD<00>"
"84","3.324912","192.168.1.100","224.0.0.251","MDNS","70","Standard query 0x0000 A wpad.local, ""QM"" question"
"87","3.325529","192.168.1.100","224.0.0.252","LLMNR","64","Standard query 0x6925 A wpad"
"88","3.325722","192.168.1.100","192.168.1.255","NBNS","92","Name query NB WPAD<00>"
"89","3.325876","192.168.1.100","224.0.0.251","MDNS","70","Standard query 0x0000 A wpad.local, ""QM"" question"
"92","3.326509","192.168.1.100","224.0.0.252","LLMNR","64","Standard query 0x0941 A wpad"
"94","3.621995","192.168.1.100","192.168.1.254","DNS","77","Standard query 0x4d2a A wpad.attlocal.net"
"95","3.710221","192.168.1.254","192.168.1.100","DNS","133","Standard query response 0x4d2a No such name A wpad.attlocal.net SOA localhost"
"96","3.710498","192.168.1.100","192.168.1.255","NBNS","92","Name query NB WPAD<00>"
"97","3.710680","192.168.1.100","224.0.0.251","MDNS","70","Standard query 0x0000 A wpad.local, ""QM"" question"
"100","3.711255","192.168.1.100","224.0.0.252","LLMNR","64","Standard query 0x5890 A wpad"
"103","3.735990","192.168.1.100","224.0.0.252","LLMNR","64","Standard query 0x0941 A wpad"
"104","3.735999","192.168.1.100","224.0.0.252","LLMNR","64","Standard query 0x6925 A wpad"
"105","3.808261","192.168.1.100","1.1.1.1","TLSv1.2","114","Application Data"
"106","3.808368","192.168.1.100","1.1.1.1","TLSv1.2","213","Application Data"
"107","3.840379","1.1.1.1","192.168.1.100","TCP","60","443  >  63323 [ACK] Seq=1 Ack=220 Win=34 Len=0"
"108","3.842546","1.1.1.1","192.168.1.100","TLSv1.2","409","Application Data"
"109","3.842547","1.1.1.1","192.168.1.100","TLSv1.2","85","Application Data"
"110","3.842591","192.168.1.100","1.1.1.1","TCP","54","63323  >  443 [ACK] Seq=220 Ack=387 Win=511 Len=0"
"111","3.843485","192.168.1.100","64.233.185.139","UDP","1392","50194  >  443 Len=1350"
"112","3.843914","192.168.1.100","64.233.185.139","TCP","66","63335  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"113","3.864063","192.168.1.100","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"115","3.875384","64.233.185.139","192.168.1.100","UDP","1392","443  >  50194 Len=1350"
"116","3.875385","64.233.185.139","192.168.1.100","UDP","1392","443  >  50194 Len=1350"
"117","3.877033","192.168.1.100","64.233.185.139","UDP","78","50194  >  443 Len=36"
"118","3.878287","64.233.185.139","192.168.1.100","TCP","66","443  >  63335 [SYN, ACK] Seq=0 Ack=1 Win=62920 Len=0 MSS=1430 SACK_PERM=1 WS=256"
"119","3.878345","192.168.1.100","64.233.185.139","TCP","54","63335  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"120","3.878582","192.168.1.100","64.233.185.139","TLSv1.2","571","Client Hello"
"121","3.884864","192.168.1.100","64.233.185.139","UDP","1392","50194  >  443 Len=1350"
"122","3.885325","192.168.1.100","64.233.185.139","UDP","1186","50194  >  443 Len=1144"
"123","3.900398","64.233.185.139","192.168.1.100","UDP","78","443  >  50194 Len=36"
"124","3.914227","64.233.185.139","192.168.1.100","TCP","60","443  >  63335 [ACK] Seq=1 Ack=518 Win=65792 Len=0"
"125","3.914227","64.233.185.139","192.168.1.100","TLSv1.2","1484","[TCP Previous segment not captured] , Ignored Unknown Record"
"126","3.914228","64.233.185.139","192.168.1.100","TLSv1.2","976","Ignored Unknown Record"
"127","3.914228","64.233.185.139","192.168.1.100","TCP","1484","[TCP Out-Of-Order] 443  >  63335 [ACK] Seq=1 Ack=518 Win=65792 Len=1430"
"128","3.914230","64.233.185.139","192.168.1.100","UDP","1392","443  >  50194 Len=1350"
"129","3.914231","64.233.185.139","192.168.1.100","UDP","73","443  >  50194 Len=31"
"130","3.914278","192.168.1.100","64.233.185.139","TCP","66","[TCP Dup ACK 119#1] 63335  >  443 [ACK] Seq=518 Ack=1 Win=131328 Len=0 SLE=1431 SRE=2861"
"131","3.914340","192.168.1.100","64.233.185.139","TCP","66","[TCP Dup ACK 119#2] 63335  >  443 [ACK] Seq=518 Ack=1 Win=131328 Len=0 SLE=1431 SRE=3783"
"132","3.914377","192.168.1.100","64.233.185.139","TCP","54","63335  >  443 [ACK] Seq=518 Ack=3783 Win=131328 Len=0"
"133","3.915473","64.233.185.139","192.168.1.100","UDP","62","443  >  50194 Len=20"
"134","3.916255","192.168.1.100","64.233.185.139","TLSv1.2","118","Change Cipher Spec, Application Data"
"135","3.916929","192.168.1.100","64.233.185.139","UDP","91","50194  >  443 Len=49"
"136","3.924413","64.233.185.139","192.168.1.100","UDP","549","443  >  50194 Len=507"
"137","3.924414","64.233.185.139","192.168.1.100","UDP","468","443  >  50194 Len=426"
"138","3.924414","64.233.185.139","192.168.1.100","UDP","231","443  >  50194 Len=189"
"139","3.924711","192.168.1.100","64.233.185.139","UDP","70","50194  >  443 Len=28"
"140","3.924850","192.168.1.100","64.233.185.139","UDP","70","50194  >  443 Len=28"
"141","3.948824","64.233.185.139","192.168.1.100","TLSv1.2","618","Application Data, Application Data"
"142","3.970392","64.233.185.139","192.168.1.100","UDP","62","443  >  50194 Len=20"
"143","3.989449","192.168.1.100","64.233.185.139","TCP","54","63335  >  443 [ACK] Seq=582 Ack=4347 Win=130816 Len=0"
"144","4.002024","192.168.1.100","192.168.1.85","TCP","66","[TCP Retransmission] 63333  >  8009 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"145","4.007576","192.168.1.100","192.168.1.254","DNS","77","Standard query 0x6201 A wpad.attlocal.net"
"146","4.053331","192.168.1.100","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"147","4.074259","192.168.1.100","192.168.1.255","NBNS","92","Name query NB WPAD<00>"
"148","4.076243","192.168.1.100","192.168.1.255","NBNS","92","Name query NB WPAD<00>"
"149","4.093738","192.168.1.254","192.168.1.100","DNS","133","Standard query response 0x6201 No such name A wpad.attlocal.net SOA localhost"
"150","4.093961","192.168.1.100","192.168.1.255","NBNS","92","Name query NB WPAD<00>"
"151","4.094172","192.168.1.100","224.0.0.251","MDNS","70","Standard query 0x0000 A wpad.local, ""QM"" question"
"154","4.095111","192.168.1.100","224.0.0.252","LLMNR","64","Standard query 0x57f3 A wpad"
"156","4.121376","192.168.1.100","224.0.0.252","LLMNR","64","Standard query 0x5890 A wpad"
"157","4.325446","192.168.1.100","224.0.0.251","MDNS","70","Standard query 0x0000 A wpad.local, ""QM"" question"
"159","4.326512","192.168.1.100","224.0.0.251","MDNS","70","Standard query 0x0000 A wpad.local, ""QM"" question"
"162","4.460370","192.168.1.100","192.168.1.255","NBNS","92","Name query NB WPAD<00>"
"164","4.505706","192.168.1.100","224.0.0.252","LLMNR","64","Standard query 0x57f3 A wpad"
"170","4.710617","192.168.1.100","224.0.0.251","MDNS","70","Standard query 0x0000 A wpad.local, ""QM"" question"
"172","4.825279","192.168.1.100","192.168.1.255","NBNS","92","Name query NB WPAD<00>"
"173","4.826246","192.168.1.100","192.168.1.255","NBNS","92","Name query NB WPAD<00>"
"174","4.843210","192.168.1.100","192.168.1.255","NBNS","92","Name query NB WPAD<00>"
"175","4.865207","192.168.1.100","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"177","5.008289","192.168.1.100","1.1.1.1","TCP","66","63338  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"178","5.042114","1.1.1.1","192.168.1.100","TCP","66","443  >  63338 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM=1 WS=1024"
"179","5.042155","192.168.1.100","1.1.1.1","TCP","54","63338  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"180","5.042403","192.168.1.100","1.1.1.1","TLSv1.3","571","Client Hello"
"181","5.078895","1.1.1.1","192.168.1.100","TCP","60","443  >  63338 [ACK] Seq=1 Ack=518 Win=30720 Len=0"
"182","5.082123","1.1.1.1","192.168.1.100","TLSv1.3","1514","Server Hello, Change Cipher Spec"
"183","5.082124","1.1.1.1","192.168.1.100","TLSv1.3","873","Application Data"
"184","5.082154","192.168.1.100","1.1.1.1","TCP","54","63338  >  443 [ACK] Seq=518 Ack=2280 Win=131328 Len=0"
"185","5.090320","192.168.1.100","1.1.1.1","TLSv1.3","118","Change Cipher Spec, Application Data"
"186","5.090562","192.168.1.100","1.1.1.1","TLSv1.3","140","Application Data"
"187","5.090749","192.168.1.100","1.1.1.1","TLSv1.3","179","Application Data"
"188","5.090803","192.168.1.100","1.1.1.1","TLSv1.3","213","Application Data"
"189","5.093613","192.168.1.100","224.0.0.251","MDNS","70","Standard query 0x0000 A wpad.local, ""QM"" question"
"191","5.151474","1.1.1.1","192.168.1.100","TCP","60","443  >  63338 [ACK] Seq=2280 Ack=793 Win=30720 Len=0"
"192","5.151475","1.1.1.1","192.168.1.100","TLSv1.3","591","Application Data, Application Data"
"193","5.151663","192.168.1.100","1.1.1.1","TLSv1.3","85","Application Data"
"194","5.153626","1.1.1.1","192.168.1.100","TLSv1.3","403","Application Data"
"195","5.153627","1.1.1.1","192.168.1.100","TLSv1.3","85","Application Data"
"196","5.153652","192.168.1.100","1.1.1.1","TCP","54","63338  >  443 [ACK] Seq=983 Ack=3197 Win=130304 Len=0"
"197","5.154114","192.168.1.100","64.233.185.94","TCP","66","63339  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"198","5.154257","192.168.1.100","64.233.185.94","TCP","66","63340  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"199","5.183513","64.233.185.94","192.168.1.100","TCP","66","443  >  63339 [SYN, ACK] Seq=0 Ack=1 Win=62920 Len=0 MSS=1430 SACK_PERM=1 WS=256"
"200","5.183558","192.168.1.100","64.233.185.94","TCP","54","63339  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"201","5.183816","192.168.1.100","64.233.185.94","TLSv1.3","571","Client Hello"
"202","5.187991","64.233.185.94","192.168.1.100","TCP","66","443  >  63340 [SYN, ACK] Seq=0 Ack=1 Win=62920 Len=0 MSS=1430 SACK_PERM=1 WS=256"
"203","5.188029","192.168.1.100","64.233.185.94","TCP","54","63340  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"204","5.188282","192.168.1.100","64.233.185.94","TLSv1.3","571","Client Hello"
"205","5.211231","192.168.1.100","192.168.1.255","NBNS","92","Name query NB WPAD<00>"
"206","5.215333","64.233.185.94","192.168.1.100","TCP","60","443  >  63339 [ACK] Seq=1 Ack=518 Win=64000 Len=0"
"207","5.215334","64.233.185.94","192.168.1.100","TLSv1.3","1484","Server Hello, Change Cipher Spec"
"208","5.215334","64.233.185.94","192.168.1.100","TCP","1484","443  >  63339 [ACK] Seq=1431 Ack=518 Win=64000 Len=1430 [TCP segment of a reassembled PDU]"
"209","5.215334","64.233.185.94","192.168.1.100","TLSv1.3","974","Application Data"
"210","5.215375","192.168.1.100","64.233.185.94","TCP","54","63339  >  443 [ACK] Seq=518 Ack=3781 Win=131328 Len=0"
"211","5.222121","192.168.1.100","64.233.185.94","TLSv1.3","118","Change Cipher Spec, Application Data"
"212","5.222347","192.168.1.100","64.233.185.94","TLSv1.3","140","Application Data"
"213","5.222437","192.168.1.100","64.233.185.94","TCP","54","63340  >  443 [FIN, ACK] Seq=518 Ack=1 Win=131328 Len=0"
"214","5.222679","192.168.1.100","64.233.185.94","TLSv1.3","269","Application Data"
"215","5.222757","192.168.1.100","64.233.185.94","TLSv1.3","137","Application Data"
"216","5.222877","64.233.185.94","192.168.1.100","TCP","60","443  >  63340 [ACK] Seq=1 Ack=518 Win=64000 Len=0"
"217","5.223089","64.233.185.94","192.168.1.100","TLSv1.3","1484","Server Hello, Change Cipher Spec"
"218","5.223090","64.233.185.94","192.168.1.100","TCP","1484","443  >  63340 [ACK] Seq=1431 Ack=518 Win=64000 Len=1430 [TCP segment of a reassembled PDU]"
"219","5.223090","64.233.185.94","192.168.1.100","TLSv1.3","975","Application Data"
"220","5.223128","192.168.1.100","64.233.185.94","TCP","54","63340  >  443 [RST, ACK] Seq=519 Ack=1431 Win=0 Len=0"
"221","5.225165","1.1.1.1","192.168.1.100","TCP","60","443  >  63338 [ACK] Seq=3197 Ack=983 Win=31744 Len=0"
"222","5.253193","64.233.185.94","192.168.1.100","TLSv1.3","618","Application Data, Application Data"
"223","5.253193","64.233.185.94","192.168.1.100","TLSv1.3","85","Application Data"
"224","5.253194","64.233.185.94","192.168.1.100","TCP","60","443  >  63339 [ACK] Seq=4376 Ack=966 Win=65280 Len=0"
"225","5.253194","64.233.185.94","192.168.1.100","TLSv1.3","356","Application Data"
"226","5.253194","64.233.185.94","192.168.1.100","TLSv1.3","1484","Application Data"
"227","5.253194","64.233.185.94","192.168.1.100","TLSv1.3","1484","Application Data"
"228","5.253242","192.168.1.100","64.233.185.94","TCP","54","63339  >  443 [ACK] Seq=966 Ack=7538 Win=131328 Len=0"
"229","5.253832","192.168.1.100","64.233.185.94","TLSv1.3","85","Application Data"
"230","5.255243","64.233.185.94","192.168.1.100","TLSv1.3","1484","Application Data"
"231","5.255244","64.233.185.94","192.168.1.100","TLSv1.3","1484","Application Data"
"232","5.255244","64.233.185.94","192.168.1.100","TLSv1.3","1484","Application Data"
"233","5.255246","64.233.185.94","192.168.1.100","TLSv1.3","1484","Application Data"
"234","5.255247","64.233.185.94","192.168.1.100","TLSv1.3","1484","Application Data"
"235","5.255289","192.168.1.100","64.233.185.94","TCP","54","63339  >  443 [ACK] Seq=997 Ack=14688 Win=131328 Len=0"
"236","5.257360","64.233.185.94","192.168.1.100","TLSv1.3","1484","Application Data"
"237","5.257360","64.233.185.94","192.168.1.100","TLSv1.3","1484","Application Data"
"238","5.257361","64.233.185.94","192.168.1.100","TCP","60","443  >  63340 [FIN, ACK] Seq=3782 Ack=519 Win=64000 Len=0"
"239","5.257361","64.233.185.94","192.168.1.100","TLSv1.3","1484","Application Data"
"240","5.257403","192.168.1.100","64.233.185.94","TCP","54","63339  >  443 [ACK] Seq=997 Ack=18978 Win=131328 Len=0"
"241","5.259353","64.233.185.94","192.168.1.100","TLSv1.3","1484","Application Data"
"242","5.259354","64.233.185.94","192.168.1.100","TLSv1.3","1484","Application Data"
"243","5.259354","64.233.185.94","192.168.1.100","TLSv1.3","1484","Application Data"
"244","5.259381","192.168.1.100","64.233.185.94","TCP","54","63339  >  443 [ACK] Seq=997 Ack=23268 Win=131328 Len=0"
"245","5.261393","64.233.185.94","192.168.1.100","TLSv1.3","1484","Application Data"
"246","5.261394","64.233.185.94","192.168.1.100","TLSv1.3","1484","Application Data"
"247","5.261425","192.168.1.100","64.233.185.94","TCP","54","63339  >  443 [ACK] Seq=997 Ack=26128 Win=131328 Len=0"
"249","5.264577","64.233.185.94","192.168.1.100","TLSv1.3","1484","Application Data"
"250","5.264578","64.233.185.94","192.168.1.100","TLSv1.3","1484","Application Data"
"251","5.264632","192.168.1.100","64.233.185.94","TCP","54","63339  >  443 [ACK] Seq=997 Ack=28988 Win=131328 Len=0"
"252","5.282400","64.233.185.94","192.168.1.100","TLSv1.3","1484","Application Data"
"253","5.282400","64.233.185.94","192.168.1.100","TLSv1.3","1484","Application Data"
"254","5.282401","64.233.185.94","192.168.1.100","TLSv1.3","1484","Application Data"
"255","5.282402","64.233.185.94","192.168.1.100","TLSv1.3","1484","Application Data"
"256","5.282447","192.168.1.100","64.233.185.94","TCP","54","63339  >  443 [ACK] Seq=997 Ack=34708 Win=131328 Len=0"
"257","5.284829","64.233.185.94","192.168.1.100","TLSv1.3","1484","Application Data"
"258","5.284830","64.233.185.94","192.168.1.100","TLSv1.3","1484","Application Data"
"259","5.284830","64.233.185.94","192.168.1.100","TLSv1.3","1484","Application Data"
"260","5.284867","192.168.1.100","64.233.185.94","TCP","54","63339  >  443 [ACK] Seq=997 Ack=38998 Win=131328 Len=0"
"261","5.286216","64.233.185.94","192.168.1.100","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"262","5.286216","64.233.185.94","192.168.1.100","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"263","5.286241","192.168.1.100","64.233.185.94","TCP","54","63339  >  443 [ACK] Seq=997 Ack=41858 Win=131328 Len=0"
"264","5.288053","64.233.185.94","192.168.1.100","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"265","5.288055","64.233.185.94","192.168.1.100","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"266","5.288055","64.233.185.94","192.168.1.100","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"267","5.288089","192.168.1.100","64.233.185.94","TCP","54","63339  >  443 [ACK] Seq=997 Ack=46148 Win=131328 Len=0"
"268","5.290065","64.233.185.94","192.168.1.100","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"269","5.290066","64.233.185.94","192.168.1.100","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"270","5.290092","192.168.1.100","64.233.185.94","TCP","54","63339  >  443 [ACK] Seq=997 Ack=49008 Win=131328 Len=0"
"271","5.292143","64.233.185.94","192.168.1.100","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"272","5.292143","64.233.185.94","192.168.1.100","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"273","5.292143","64.233.185.94","192.168.1.100","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"274","5.292176","192.168.1.100","64.233.185.94","TCP","54","63339  >  443 [ACK] Seq=997 Ack=53298 Win=131328 Len=0"
"275","5.293824","64.233.185.94","192.168.1.100","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"276","5.293825","64.233.185.94","192.168.1.100","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"277","5.293825","64.233.185.94","192.168.1.100","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"278","5.293855","192.168.1.100","64.233.185.94","TCP","54","63339  >  443 [ACK] Seq=997 Ack=57588 Win=131328 Len=0"
"279","5.295965","64.233.185.94","192.168.1.100","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"280","5.295966","64.233.185.94","192.168.1.100","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"281","5.295967","64.233.185.94","192.168.1.100","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"282","5.296002","192.168.1.100","64.233.185.94","TCP","54","63339  >  443 [ACK] Seq=997 Ack=61878 Win=131328 Len=0"
"283","5.297990","64.233.185.94","192.168.1.100","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"284","5.297991","64.233.185.94","192.168.1.100","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"285","5.297991","64.233.185.94","192.168.1.100","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"286","5.298019","192.168.1.100","64.233.185.94","TCP","54","63339  >  443 [ACK] Seq=997 Ack=66168 Win=131328 Len=0"
"287","5.300849","64.233.185.94","192.168.1.100","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"288","5.300850","64.233.185.94","192.168.1.100","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"289","5.300850","64.233.185.94","192.168.1.100","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"290","5.300891","192.168.1.100","64.233.185.94","TCP","54","63339  >  443 [ACK] Seq=997 Ack=70458 Win=131328 Len=0"
