"No.","Time","Source","Destination","Protocol","Length","Info"
"57","0.845217","104.16.249.249","192.168.205.208","TCP","54","443  >  51749 [ACK] Seq=777 Ack=444 Win=32 Len=0"
"58","0.851580","104.16.249.249","192.168.205.208","TLSv1.2","258","Application Data"
"59","0.852791","104.16.249.249","192.168.205.208","TLSv1.2","85","Application Data"
"60","0.852837","192.168.205.208","104.16.249.249","TCP","54","51749  >  443 [ACK] Seq=444 Ack=1012 Win=511 Len=0"
"61","0.853781","192.168.205.208","157.240.14.35","TCP","66","51755  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"62","0.882500","52.39.224.180","192.168.205.208","TCP","58","443  >  51754 [SYN, ACK] Seq=0 Ack=1 Win=26883 Len=0 MSS=1380"
"63","0.882501","157.240.14.35","192.168.205.208","TCP","66","443  >  51755 [SYN, ACK] Seq=0 Ack=1 Win=28000 Len=0 MSS=1380 SACK_PERM=1 WS=256"
"64","0.882597","192.168.205.208","52.39.224.180","TCP","54","51754  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"65","0.882658","192.168.205.208","157.240.14.35","TCP","54","51755  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0"
"66","0.884882","192.168.205.208","52.39.224.180","TLSv1.2","571","Client Hello"
"67","0.887350","192.168.205.208","157.240.14.35","TLSv1.3","571","Client Hello"
"68","0.903908","157.240.14.35","192.168.205.208","TCP","54","443  >  51755 [ACK] Seq=1 Ack=518 Win=29184 Len=0"
"69","0.905788","157.240.14.35","192.168.205.208","TLSv1.3","1434","Server Hello, Change Cipher Spec, Application Data"
"70","0.905788","157.240.14.35","192.168.205.208","TLSv1.3","434","[TCP Previous segment not captured] , Continuation Data"
"71","0.905852","192.168.205.208","157.240.14.35","TCP","66","51755  >  443 [ACK] Seq=518 Ack=1381 Win=131072 Len=0 SLE=2761 SRE=3141"
"72","0.907013","157.240.14.35","192.168.205.208","TCP","1434","[TCP Out-Of-Order] 443  >  51755 [ACK] Seq=1381 Ack=518 Win=29184 Len=1380"
"73","0.907067","192.168.205.208","157.240.14.35","TCP","54","51755  >  443 [ACK] Seq=518 Ack=3141 Win=131072 Len=0"
"74","0.915981","192.168.205.208","72.21.91.29","OCSP","435","Request"
"75","0.928208","72.21.91.29","192.168.205.208","TCP","54","80  >  51750 [ACK] Seq=1 Ack=382 Win=290 Len=0"
"76","0.929111","72.21.91.29","192.168.205.208","OCSP","842","Response"
"77","0.931033","192.168.205.208","157.240.14.35","TLSv1.3","118","Change Cipher Spec, Application Data"
"78","0.931855","192.168.205.208","157.240.14.35","TLSv1.3","224","Application Data"
"79","0.931941","192.168.205.208","157.240.14.35","TLSv1.3","496","Application Data"
"80","0.947885","157.240.14.35","192.168.205.208","TLSv1.3","232","Application Data"
"81","0.948620","157.240.14.35","192.168.205.208","TLSv1.3","128","Application Data"
"82","0.948621","157.240.14.35","192.168.205.208","TLSv1.3","85","Application Data"
"83","0.948681","192.168.205.208","157.240.14.35","TCP","54","51755  >  443 [ACK] Seq=1194 Ack=3424 Win=130816 Len=0"
"84","0.948741","192.168.205.208","157.240.14.35","TLSv1.3","85","Application Data"
"85","0.951962","157.240.14.35","192.168.205.208","TLSv1.3","89","Application Data"
"86","0.964633","52.39.224.180","192.168.205.208","TCP","54","443  >  51754 [ACK] Seq=1 Ack=518 Win=26800 Len=0"
"87","0.967469","52.39.224.180","192.168.205.208","TLSv1.2","1354","Server Hello"
"88","0.967471","52.39.224.180","192.168.205.208","TCP","1354","443  >  51754 [ACK] Seq=1301 Ack=518 Win=26800 Len=1300 [TCP segment of a reassembled PDU]"
"89","0.967535","192.168.205.208","52.39.224.180","TCP","54","51754  >  443 [ACK] Seq=518 Ack=2601 Win=64860 Len=0"
"90","0.968195","52.39.224.180","192.168.205.208","TLSv1.2","468","Certificate, Server Key Exchange, Server Hello Done"
"91","0.969598","192.168.205.208","72.21.91.29","TCP","54","51750  >  80 [ACK] Seq=382 Ack=789 Win=512 Len=0"
"92","0.971541","192.168.205.208","52.39.224.180","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"93","0.971877","192.168.205.208","52.39.224.180","TLSv1.2","1038","Application Data"
"94","0.992336","192.168.205.208","157.240.14.35","TCP","54","51755  >  443 [ACK] Seq=1225 Ack=3459 Win=130560 Len=0"
"95","1.005999","157.240.14.35","192.168.205.208","TCP","54","443  >  51755 [ACK] Seq=3459 Ack=1225 Win=31232 Len=0"
"96","1.014945","157.240.14.35","192.168.205.208","TLSv1.3","998","Application Data"
"97","1.034359","157.240.14.35","192.168.205.208","TLSv1.3","1283","Application Data"
"98","1.034417","192.168.205.208","157.240.14.35","TCP","54","51755  >  443 [ACK] Seq=1225 Ack=5632 Win=131072 Len=0"
"99","1.037481","157.240.14.35","192.168.205.208","TLSv1.3","1286","Application Data"
"100","1.049669","157.240.14.35","192.168.205.208","TLSv1.3","1286","Application Data"
"101","1.049726","192.168.205.208","157.240.14.35","TCP","54","51755  >  443 [ACK] Seq=1225 Ack=8096 Win=131072 Len=0"
"102","1.051029","157.240.14.35","192.168.205.208","TLSv1.3","1286","Application Data"
"103","1.051030","157.240.14.35","192.168.205.208","TLSv1.3","1286","Application Data"
"104","1.051030","157.240.14.35","192.168.205.208","TLSv1.3","285","Application Data"
"105","1.051097","192.168.205.208","157.240.14.35","TCP","54","51755  >  443 [ACK] Seq=1225 Ack=10791 Win=131072 Len=0"
"106","1.055335","52.39.224.180","192.168.205.208","TCP","54","443  >  51754 [ACK] Seq=3015 Ack=1628 Win=28536 Len=0"
"107","1.056129","52.39.224.180","192.168.205.208","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"108","1.057765","52.39.224.180","192.168.205.208","TLSv1.2","309","Application Data"
"109","1.057816","192.168.205.208","52.39.224.180","TCP","54","51754  >  443 [ACK] Seq=1628 Ack=3321 Win=64140 Len=0"
"110","1.145169","192.168.205.208","52.39.224.180","TLSv1.2","851","Application Data"
"111","1.196060","157.240.14.35","192.168.205.208","TLSv1.3","1274","Application Data"
"112","1.197886","157.240.14.35","192.168.205.208","TLSv1.3","1286","Application Data"
"113","1.197887","157.240.14.35","192.168.205.208","TLSv1.3","1286","Application Data"
"114","1.197888","157.240.14.35","192.168.205.208","TLSv1.3","1286","Application Data"
"115","1.197889","157.240.14.35","192.168.205.208","TLSv1.3","1286","Application Data"
"116","1.197928","192.168.205.208","157.240.14.35","TCP","54","51755  >  443 [ACK] Seq=1225 Ack=16939 Win=131072 Len=0"
"117","1.199458","157.240.14.35","192.168.205.208","TLSv1.3","1286","Application Data"
"118","1.199459","157.240.14.35","192.168.205.208","TLSv1.3","1286","Application Data"
"119","1.199459","157.240.14.35","192.168.205.208","TLSv1.3","1286","Application Data"
"120","1.199506","192.168.205.208","157.240.14.35","TCP","54","51755  >  443 [ACK] Seq=1225 Ack=20635 Win=131072 Len=0"
"121","1.201901","157.240.14.35","192.168.205.208","TLSv1.3","1286","Application Data"
"122","1.201902","157.240.14.35","192.168.205.208","TLSv1.3","1284","Application Data"
"123","1.201943","192.168.205.208","157.240.14.35","TCP","54","51755  >  443 [ACK] Seq=1225 Ack=23097 Win=131072 Len=0"
"124","1.205825","157.240.14.35","192.168.205.208","TLSv1.3","1284","Application Data"
"125","1.205826","157.240.14.35","192.168.205.208","TLSv1.3","1284","Application Data"
"126","1.205827","157.240.14.35","192.168.205.208","TLSv1.3","1284","Application Data"
"127","1.205827","157.240.14.35","192.168.205.208","TLSv1.3","1434","Application Data"
"128","1.205869","192.168.205.208","157.240.14.35","TCP","54","51755  >  443 [ACK] Seq=1225 Ack=28167 Win=131072 Len=0"
"129","1.216228","157.240.14.35","192.168.205.208","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"130","1.221242","157.240.14.35","192.168.205.208","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"131","1.221243","157.240.14.35","192.168.205.208","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"132","1.221243","157.240.14.35","192.168.205.208","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"133","1.221292","192.168.205.208","157.240.14.35","TCP","54","51755  >  443 [ACK] Seq=1225 Ack=33687 Win=131072 Len=0"
"134","1.222843","157.240.14.35","192.168.205.208","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"135","1.222844","157.240.14.35","192.168.205.208","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"136","1.222845","157.240.14.35","192.168.205.208","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"137","1.222847","157.240.14.35","192.168.205.208","TLSv1.3","1434","Application Data, Application Data"
"138","1.222847","157.240.14.35","192.168.205.208","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"139","1.222900","192.168.205.208","157.240.14.35","TCP","54","51755  >  443 [ACK] Seq=1225 Ack=40587 Win=131072 Len=0"
"140","1.224895","157.240.14.35","192.168.205.208","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"141","1.224896","157.240.14.35","192.168.205.208","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"142","1.224896","157.240.14.35","192.168.205.208","TLSv1.3","1032","Application Data, Application Data"
"143","1.224939","192.168.205.208","157.240.14.35","TCP","54","51755  >  443 [ACK] Seq=1225 Ack=44325 Win=131072 Len=0"
"144","1.231311","192.168.205.208","104.16.249.249","TLSv1.2","115","Application Data"
"145","1.231423","192.168.205.208","104.16.249.249","TLSv1.2","141","Application Data"
"146","1.244048","104.16.249.249","192.168.205.208","TCP","54","443  >  51749 [ACK] Seq=1012 Ack=592 Win=32 Len=0"
"147","1.249111","104.16.249.249","192.168.205.208","TLSv1.2","249","Application Data"
"148","1.249864","104.16.249.249","192.168.205.208","TLSv1.2","85","Application Data"
"149","1.249907","192.168.205.208","104.16.249.249","TCP","54","51749  >  443 [ACK] Seq=592 Ack=1238 Win=510 Len=0"
"150","1.251500","192.168.205.208","157.240.14.19","TCP","66","51758  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"151","1.251819","192.168.205.208","157.240.14.19","TCP","66","51759  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"152","1.252055","192.168.205.208","157.240.14.19","TCP","66","51760  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"153","1.252284","192.168.205.208","157.240.14.19","TCP","66","51761  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"154","1.252530","192.168.205.208","157.240.14.19","TCP","66","51762  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"155","1.252781","192.168.205.208","157.240.14.19","TCP","66","51763  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"156","1.262144","192.168.26.1","224.0.0.1","IGMPv2","46","Membership Query, general"
"157","1.265040","10.2.110.1","224.0.0.1","IGMPv2","46","Membership Query, general"
"158","1.268164","157.240.14.19","192.168.205.208","TCP","66","443  >  51758 [SYN, ACK] Seq=0 Ack=1 Win=28000 Len=0 MSS=1380 SACK_PERM=1 WS=256"
"159","1.268239","192.168.205.208","157.240.14.19","TCP","54","51758  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0"
"160","1.268989","157.240.14.19","192.168.205.208","TCP","66","443  >  51759 [SYN, ACK] Seq=0 Ack=1 Win=28000 Len=0 MSS=1380 SACK_PERM=1 WS=256"
"161","1.268990","157.240.14.19","192.168.205.208","TCP","66","443  >  51760 [SYN, ACK] Seq=0 Ack=1 Win=28000 Len=0 MSS=1380 SACK_PERM=1 WS=256"
"162","1.269061","192.168.205.208","157.240.14.19","TCP","54","51759  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0"
"163","1.269114","192.168.205.208","157.240.14.19","TCP","54","51760  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0"
"164","1.270310","192.168.205.208","157.240.14.19","TLSv1.3","571","Client Hello"
"165","1.270440","157.240.14.19","192.168.205.208","TCP","66","443  >  51761 [SYN, ACK] Seq=0 Ack=1 Win=28000 Len=0 MSS=1380 SACK_PERM=1 WS=256"
"166","1.270441","157.240.14.19","192.168.205.208","TCP","66","443  >  51762 [SYN, ACK] Seq=0 Ack=1 Win=28000 Len=0 MSS=1380 SACK_PERM=1 WS=256"
"167","1.270441","157.240.14.19","192.168.205.208","TCP","66","443  >  51763 [SYN, ACK] Seq=0 Ack=1 Win=28000 Len=0 MSS=1380 SACK_PERM=1 WS=256"
"168","1.270559","192.168.205.208","157.240.14.19","TCP","54","51761  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0"
"169","1.270618","192.168.205.208","157.240.14.19","TCP","54","51762  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0"
"170","1.270664","192.168.205.208","157.240.14.19","TCP","54","51763  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0"
"171","1.272884","52.39.224.180","192.168.205.208","TLSv1.2","309","Application Data"
"172","1.272987","192.168.205.208","157.240.14.19","TLSv1.3","571","Client Hello"
"173","1.274799","192.168.205.208","157.240.14.19","TLSv1.3","571","Client Hello"
"174","1.276162","192.168.205.208","157.240.14.19","TLSv1.3","571","Client Hello"
"175","1.277443","192.168.205.208","157.240.14.19","TLSv1.3","571","Client Hello"
"176","1.279155","192.168.205.208","157.240.14.19","TLSv1.3","571","Client Hello"
"177","1.290574","157.240.14.19","192.168.205.208","TCP","54","443  >  51758 [ACK] Seq=1 Ack=518 Win=29184 Len=0"
"178","1.305509","157.240.14.19","192.168.205.208","TLSv1.3","1434","Server Hello, Change Cipher Spec, Application Data"
"179","1.305520","157.240.14.19","192.168.205.208","TCP","434","[TCP Previous segment not captured] 443  >  51758 [PSH, ACK] Seq=2761 Ack=518 Win=29184 Len=380 [TCP segment of a reassembled PDU]"
"180","1.305715","192.168.205.208","157.240.14.19","TCP","66","51758  >  443 [ACK] Seq=518 Ack=1381 Win=131072 Len=0 SLE=2761 SRE=3141"
"181","1.307171","157.240.14.19","192.168.205.208","TCP","1434","[TCP Out-Of-Order] 443  >  51758 [ACK] Seq=1381 Ack=518 Win=29184 Len=1380"
"182","1.307338","192.168.205.208","157.240.14.19","TCP","54","51758  >  443 [ACK] Seq=518 Ack=3141 Win=131072 Len=0"
"183","1.308936","157.240.14.19","192.168.205.208","TCP","54","443  >  51763 [ACK] Seq=1 Ack=518 Win=29184 Len=0"
"184","1.308937","157.240.14.19","192.168.205.208","TLSv1.3","1434","Server Hello, Change Cipher Spec, Application Data"
"185","1.308939","157.240.14.19","192.168.205.208","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"186","1.308940","157.240.14.19","192.168.205.208","TLSv1.3","433","Application Data"
"187","1.308940","157.240.14.19","192.168.205.208","TCP","54","443  >  51762 [ACK] Seq=1 Ack=518 Win=29184 Len=0"
"188","1.308941","157.240.14.19","192.168.205.208","TCP","54","443  >  51761 [ACK] Seq=1 Ack=518 Win=29184 Len=0"
"189","1.308942","157.240.14.19","192.168.205.208","TLSv1.3","1434","Server Hello, Change Cipher Spec, Application Data"
"190","1.308946","157.240.14.19","192.168.205.208","TLSv1.3","435","[TCP Previous segment not captured] , Continuation Data"
"191","1.308947","157.240.14.19","192.168.205.208","TCP","1434","[TCP Out-Of-Order] 443  >  51762 [ACK] Seq=1381 Ack=518 Win=29184 Len=1380"
"192","1.308948","157.240.14.19","192.168.205.208","TLSv1.3","1434","Server Hello, Change Cipher Spec, Application Data"
"193","1.309214","192.168.205.208","157.240.14.19","TCP","66","51762  >  443 [ACK] Seq=518 Ack=1381 Win=131072 Len=0 SLE=2761 SRE=3142"
"194","1.309433","192.168.205.208","157.240.14.19","TCP","54","51762  >  443 [ACK] Seq=518 Ack=3142 Win=131072 Len=0"
"195","1.309605","192.168.205.208","157.240.14.19","TCP","54","51763  >  443 [ACK] Seq=518 Ack=3140 Win=131072 Len=0"
"196","1.313644","192.168.205.208","52.39.224.180","TCP","54","51754  >  443 [ACK] Seq=2425 Ack=3576 Win=63885 Len=0"
"197","1.314770","157.240.14.19","192.168.205.208","TLSv1.3","434","[TCP Previous segment not captured] , Continuation Data"
"198","1.314842","192.168.205.208","157.240.14.19","TCP","66","51761  >  443 [ACK] Seq=518 Ack=1381 Win=131072 Len=0 SLE=2761 SRE=3141"
"199","1.315122","157.240.14.19","192.168.205.208","TCP","1434","[TCP Out-Of-Order] 443  >  51761 [ACK] Seq=1381 Ack=518 Win=29184 Len=1380"
"200","1.315124","157.240.14.19","192.168.205.208","TCP","54","443  >  51760 [ACK] Seq=1 Ack=518 Win=29184 Len=0"
"201","1.315125","157.240.14.19","192.168.205.208","TLSv1.3","1434","Server Hello, Change Cipher Spec, Application Data"
"202","1.315126","157.240.14.19","192.168.205.208","TLSv1.3","435","[TCP Previous segment not captured] , Continuation Data"
"203","1.315127","157.240.14.19","192.168.205.208","TCP","1434","[TCP Out-Of-Order] 443  >  51760 [ACK] Seq=1381 Ack=518 Win=29184 Len=1380"
"204","1.315131","157.240.14.19","192.168.205.208","TCP","54","443  >  51759 [ACK] Seq=1 Ack=518 Win=29184 Len=0"
"205","1.315131","157.240.14.19","192.168.205.208","TLSv1.3","1434","Server Hello, Change Cipher Spec, Application Data"
"206","1.315132","157.240.14.19","192.168.205.208","TLSv1.3","435","[TCP Previous segment not captured] , Continuation Data"
"207","1.315133","157.240.14.19","192.168.205.208","TCP","1434","[TCP Out-Of-Order] 443  >  51759 [ACK] Seq=1381 Ack=518 Win=29184 Len=1380"
"208","1.315253","192.168.205.208","157.240.14.19","TCP","54","51761  >  443 [ACK] Seq=518 Ack=3141 Win=131072 Len=0"
"209","1.315465","192.168.205.208","157.240.14.19","TCP","66","51760  >  443 [ACK] Seq=518 Ack=1381 Win=131072 Len=0 SLE=2761 SRE=3142"
"210","1.315653","192.168.205.208","157.240.14.19","TCP","54","51760  >  443 [ACK] Seq=518 Ack=3142 Win=131072 Len=0"
"211","1.315831","192.168.205.208","157.240.14.19","TCP","66","51759  >  443 [ACK] Seq=518 Ack=1381 Win=131072 Len=0 SLE=2761 SRE=3142"
"212","1.316039","192.168.205.208","157.240.14.19","TCP","54","51759  >  443 [ACK] Seq=518 Ack=3142 Win=131072 Len=0"
"213","1.330424","192.168.205.208","157.240.14.19","TLSv1.3","118","Change Cipher Spec, Application Data"
"214","1.330846","192.168.205.208","157.240.14.19","TLSv1.3","118","Change Cipher Spec, Application Data"
"215","1.331189","192.168.205.208","157.240.14.19","TLSv1.3","118","Change Cipher Spec, Application Data"
"216","1.331796","192.168.205.208","157.240.14.19","TLSv1.3","224","Application Data"
"217","1.331910","192.168.205.208","157.240.14.19","TLSv1.3","331","Application Data"
"218","1.332485","192.168.205.208","157.240.14.19","TLSv1.3","241","Application Data"
"219","1.338886","192.168.205.208","157.240.14.19","TLSv1.3","241","Application Data"
"220","1.339314","192.168.205.208","157.240.14.19","TLSv1.3","118","Change Cipher Spec, Application Data"
"221","1.339670","192.168.205.208","157.240.14.19","TLSv1.3","160","Application Data"
"222","1.339925","192.168.205.208","157.240.14.19","TLSv1.3","160","Application Data"
"223","1.340133","192.168.205.208","157.240.14.19","TLSv1.3","160","Application Data"
"224","1.340340","192.168.205.208","157.240.14.19","TLSv1.3","163","Application Data"
"225","1.340569","192.168.205.208","157.240.14.19","TLSv1.3","162","Application Data"
"226","1.340834","192.168.205.208","157.240.14.19","TLSv1.3","163","Application Data"
"227","1.342440","192.168.205.208","157.240.14.19","TLSv1.3","118","Change Cipher Spec, Application Data"
"228","1.343267","192.168.205.208","157.240.14.19","TLSv1.3","162","Application Data"
"229","1.343491","192.168.205.208","157.240.14.19","TLSv1.3","163","Application Data"
"230","1.343900","192.168.205.208","157.240.14.19","TLSv1.3","241","Application Data"
"231","1.344209","192.168.205.208","157.240.14.19","TLSv1.3","241","Application Data"
"232","1.344599","192.168.205.208","157.240.14.19","TLSv1.3","118","Change Cipher Spec, Application Data"
"233","1.345649","192.168.205.208","157.240.14.19","TLSv1.3","163","Application Data"
"234","1.346495","192.168.205.208","157.240.14.19","TLSv1.3","160","Application Data"
"235","1.346570","192.168.205.208","224.0.0.252","IGMPv2","46","Membership Report group 224.0.0.252"
"236","1.346692","192.168.205.208","157.240.14.19","TLSv1.3","160","Application Data"
"237","1.347138","192.168.205.208","157.240.14.19","TLSv1.3","241","Application Data"
"238","1.347946","157.240.14.19","192.168.205.208","TLSv1.3","232","Application Data"
"239","1.348011","192.168.205.208","157.240.14.19","TLSv1.3","161","Application Data"
"240","1.348604","192.168.205.208","157.240.14.19","TLSv1.3","160","Application Data"
"241","1.348878","192.168.205.208","157.240.14.19","TLSv1.3","161","Application Data"
"242","1.349074","157.240.14.19","192.168.205.208","TLSv1.3","128","Application Data"
"243","1.349075","157.240.14.19","192.168.205.208","TCP","232","443  >  51758 [PSH, ACK] Seq=3141 Ack=582 Win=29184 Len=178 [TCP segment of a reassembled PDU]"
"244","1.349075","157.240.14.19","192.168.205.208","TLSv1.3","232","Application Data"
"245","1.349075","157.240.14.19","192.168.205.208","TCP","128","443  >  51758 [PSH, ACK] Seq=3319 Ack=582 Win=29184 Len=74 [TCP segment of a reassembled PDU]"
"246","1.349076","157.240.14.19","192.168.205.208","TLSv1.3","128","Application Data"
