"No.","Time","Source","Destination","Protocol","Length","Info"
"67","1.865034","192.168.207.132","192.168.207.255","NBNS","92","Name query NB WPAD<00>"
"68","1.935235","54.68.191.13","192.168.207.132","TCP","54","443  >  61644 [ACK] Seq=1 Ack=2 Win=28640 Len=0"
"69","2.117102","192.168.207.132","224.0.0.251","MDNS","70","Standard query 0x0000 A wpad.local, ""QM"" question"
"71","2.615168","192.168.207.132","192.168.207.255","NBNS","92","Name query NB WPAD<00>"
"72","3.378668","192.168.207.132","1.1.1.1","TCP","66","61647  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"73","3.379007","192.168.207.132","64.233.177.105","TLSv1.3","148","Application Data"
"74","3.381689","1.1.1.1","192.168.207.132","TCP","66","443  >  61647 [SYN, ACK] Seq=0 Ack=1 Win=13900 Len=0 MSS=1390 SACK_PERM=1 WS=128"
"75","3.381751","192.168.207.132","1.1.1.1","TCP","54","61647  >  443 [ACK] Seq=1 Ack=1 Win=131840 Len=0"
"76","3.382033","192.168.207.132","1.1.1.1","TLSv1.2","571","Client Hello"
"77","3.383526","1.1.1.1","192.168.207.132","TCP","54","443  >  61647 [ACK] Seq=1 Ack=518 Win=14976 Len=0"
"78","3.384256","1.1.1.1","192.168.207.132","TLSv1.2","738","Server Hello, Certificate, Server Hello Done"
"79","3.384471","192.168.207.132","1.1.1.1","TLSv1.2","61","Alert (Level: Fatal, Description: Certificate Unknown)"
"80","3.384627","192.168.207.132","1.1.1.1","TCP","54","61647  >  443 [FIN, ACK] Seq=525 Ack=685 Win=131328 Len=0"
"81","3.384968","192.168.207.132","64.233.177.105","TCP","66","61648  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"82","3.386262","1.1.1.1","192.168.207.132","TCP","54","443  >  61647 [FIN, ACK] Seq=685 Ack=525 Win=14976 Len=0"
"83","3.386304","192.168.207.132","1.1.1.1","TCP","54","61647  >  443 [ACK] Seq=526 Ack=686 Win=131328 Len=0"
"84","3.387897","1.1.1.1","192.168.207.132","TCP","54","443  >  61647 [ACK] Seq=686 Ack=526 Win=14976 Len=0"
"85","3.394338","64.233.177.105","192.168.207.132","TCP","54","443  >  61646 [ACK] Seq=1284 Ack=1612 Win=65536 Len=0"
"86","3.397699","64.233.177.105","192.168.207.132","TCP","66","443  >  61648 [SYN, ACK] Seq=0 Ack=1 Win=62920 Len=0 MSS=1380 SACK_PERM=1 WS=256"
"87","3.397762","192.168.207.132","64.233.177.105","TCP","54","61648  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0"
"88","3.398138","192.168.207.132","64.233.177.105","TLSv1.3","630","Client Hello"
"89","3.410892","64.233.177.105","192.168.207.132","TCP","54","443  >  61648 [ACK] Seq=1 Ack=577 Win=64256 Len=0"
"90","3.412061","192.168.207.132","172.217.2.67","TCP","1434","61638  >  443 [ACK] Seq=1 Ack=1 Win=507 Len=1380 [TCP segment of a reassembled PDU]"
"91","3.412062","192.168.207.132","172.217.2.67","TCP","1434","61638  >  443 [ACK] Seq=1381 Ack=1 Win=507 Len=1380 [TCP segment of a reassembled PDU]"
"92","3.412062","192.168.207.132","172.217.2.67","TCP","1434","61638  >  443 [ACK] Seq=2761 Ack=1 Win=507 Len=1380 [TCP segment of a reassembled PDU]"
"93","3.412064","192.168.207.132","172.217.2.67","TLSv1.2","801","Application Data"
"94","3.412092","64.233.177.105","192.168.207.132","TLSv1.3","266","Server Hello, Change Cipher Spec, Application Data"
"95","3.412210","192.168.207.132","172.217.2.67","TLSv1.2","93","Application Data"
"96","3.413409","192.168.207.132","64.233.177.105","TLSv1.3","118","Change Cipher Spec, Application Data"
"97","3.413676","192.168.207.132","64.233.177.105","TLSv1.3","140","Application Data"
"98","3.413921","192.168.207.132","64.233.177.105","TLSv1.3","265","Application Data"
"99","3.428981","64.233.177.105","192.168.207.132","TLSv1.3","618","Application Data, Application Data"
"100","3.429207","192.168.207.132","64.233.177.105","TLSv1.3","85","Application Data"
"101","3.431096","64.233.177.105","192.168.207.132","TLSv1.3","85","Application Data"
"102","3.438743","172.217.2.67","192.168.207.132","TCP","54","443  >  61638 [ACK] Seq=1 Ack=1381 Win=307 Len=0"
"103","3.441096","172.217.2.67","192.168.207.132","TCP","54","443  >  61638 [ACK] Seq=1 Ack=2761 Win=318 Len=0"
"104","3.442897","172.217.2.67","192.168.207.132","TCP","54","443  >  61638 [ACK] Seq=1 Ack=4141 Win=328 Len=0"
"105","3.444344","172.217.2.67","192.168.207.132","TCP","54","443  >  61638 [ACK] Seq=1 Ack=4888 Win=339 Len=0"
"106","3.446123","172.217.2.67","192.168.207.132","TCP","54","443  >  61638 [ACK] Seq=1 Ack=4927 Win=339 Len=0"
"107","3.448603","172.217.2.67","192.168.207.132","TLSv1.2","93","Application Data"
"108","3.448604","64.233.177.105","192.168.207.132","TLSv1.3","191","Application Data"
"109","3.454371","64.233.177.105","192.168.207.132","TLSv1.3","1434","Application Data"
"110","3.454420","192.168.207.132","64.233.177.105","TCP","54","61646  >  443 [ACK] Seq=1612 Ack=2801 Win=131072 Len=0"
"111","3.471204","64.233.177.105","192.168.207.132","TLSv1.3","1434","Application Data"
"112","3.471204","64.233.177.105","192.168.207.132","TLSv1.3","1434","Application Data"
"113","3.471205","64.233.177.105","192.168.207.132","TLSv1.3","1434","Application Data"
"114","3.471206","64.233.177.105","192.168.207.132","TLSv1.3","1434","Application Data"
"115","3.471207","64.233.177.105","192.168.207.132","TLSv1.3","1434","Application Data"
"116","3.471245","192.168.207.132","64.233.177.105","TCP","54","61648  >  443 [ACK] Seq=969 Ack=808 Win=130048 Len=0"
"117","3.471253","192.168.207.132","64.233.177.105","TCP","54","61646  >  443 [ACK] Seq=1612 Ack=9701 Win=131072 Len=0"
"118","3.488502","192.168.207.132","172.217.2.67","TCP","54","61638  >  443 [ACK] Seq=4927 Ack=40 Win=507 Len=0"
"119","3.488628","64.233.177.105","192.168.207.132","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"120","3.488628","64.233.177.105","192.168.207.132","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"121","3.488665","192.168.207.132","64.233.177.105","TCP","54","61646  >  443 [ACK] Seq=1612 Ack=12461 Win=131072 Len=0"
"122","3.503172","64.233.177.105","192.168.207.132","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"123","3.503174","64.233.177.105","192.168.207.132","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"124","3.503175","64.233.177.105","192.168.207.132","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"125","3.503175","64.233.177.105","192.168.207.132","TCP","54","443  >  61648 [ACK] Seq=808 Ack=969 Win=65280 Len=0"
"126","3.503175","64.233.177.105","192.168.207.132","TLSv1.3","1434","Application Data, Application Data"
"127","3.503176","64.233.177.105","192.168.207.132","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"128","3.503176","64.233.177.105","192.168.207.132","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"129","3.503177","64.233.177.105","192.168.207.132","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"130","3.503177","64.233.177.105","192.168.207.132","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"131","3.503178","64.233.177.105","192.168.207.132","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"132","3.503178","64.233.177.105","192.168.207.132","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"133","3.503256","192.168.207.132","64.233.177.105","TCP","54","61646  >  443 [ACK] Seq=1612 Ack=26261 Win=131072 Len=0"
"134","3.514882","64.233.177.105","192.168.207.132","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"135","3.514883","64.233.177.105","192.168.207.132","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"136","3.514883","64.233.177.105","192.168.207.132","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"137","3.514885","64.233.177.105","192.168.207.132","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"138","3.514885","64.233.177.105","192.168.207.132","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"139","3.514885","64.233.177.105","192.168.207.132","TLSv1.3","1434","Application Data, Application Data"
"140","3.514886","64.233.177.105","192.168.207.132","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"141","3.514945","192.168.207.132","64.233.177.105","TCP","54","61646  >  443 [ACK] Seq=1612 Ack=35921 Win=131072 Len=0"
"142","3.519505","64.233.177.105","192.168.207.132","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"143","3.519505","172.217.2.67","192.168.207.132","TLSv1.2","123","Application Data"
"144","3.519506","172.217.2.67","192.168.207.132","TLSv1.2","85","Application Data"
"145","3.519506","172.217.2.67","192.168.207.132","TLSv1.2","93","Application Data"
"146","3.519560","192.168.207.132","64.233.177.105","TCP","54","61646  >  443 [ACK] Seq=1612 Ack=37301 Win=131072 Len=0"
"147","3.519620","192.168.207.132","172.217.2.67","TCP","54","61638  >  443 [ACK] Seq=4927 Ack=179 Win=507 Len=0"
"148","3.520753","192.168.207.132","172.217.2.67","TLSv1.2","93","Application Data"
"149","3.521272","64.233.177.105","192.168.207.132","TLSv1.3","296","Application Data"
"150","3.525343","64.233.177.105","192.168.207.132","TLSv1.3","564","Application Data"
"151","3.525344","64.233.177.105","192.168.207.132","TLSv1.3","85","Application Data"
"152","3.525344","64.233.177.105","192.168.207.132","TLSv1.3","93","Application Data"
"153","3.525345","64.233.177.105","192.168.207.132","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"154","3.525345","64.233.177.105","192.168.207.132","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"155","3.525404","192.168.207.132","64.233.177.105","TCP","54","61648  >  443 [ACK] Seq=969 Ack=1630 Win=131072 Len=0"
"156","3.525466","192.168.207.132","64.233.177.105","TCP","54","61646  >  443 [ACK] Seq=1612 Ack=40061 Win=131072 Len=0"
"157","3.525618","192.168.207.132","64.233.177.105","TLSv1.3","93","Application Data"
"158","3.528198","64.233.177.105","192.168.207.132","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"159","3.533093","64.233.177.105","192.168.207.132","TLSv1.3","1434","Application Data, Application Data"
"160","3.533166","192.168.207.132","64.233.177.105","TCP","54","61646  >  443 [ACK] Seq=1612 Ack=42821 Win=131072 Len=0"
"161","3.534875","64.233.177.105","192.168.207.132","TLSv1.3","173","Application Data, Application Data, Application Data"
"162","3.534875","172.217.2.67","192.168.207.132","TLSv1.2","93","[TCP Spurious Retransmission] , Application Data"
"163","3.534936","192.168.207.132","172.217.2.67","TCP","66","[TCP Dup ACK 147#1] 61638  >  443 [ACK] Seq=4966 Ack=179 Win=507 Len=0 SLE=140 SRE=179"
"164","3.535477","192.168.207.132","64.233.177.105","TLSv1.3","93","Application Data"
"165","3.535606","192.168.207.132","64.233.177.105","TLSv1.3","128","Application Data"
"166","3.535946","64.233.177.105","192.168.207.132","TLSv1.3","93","[TCP Spurious Retransmission] , Application Data"
"167","3.535976","192.168.207.132","64.233.177.105","TCP","66","[TCP Dup ACK 155#1] 61648  >  443 [ACK] Seq=1008 Ack=1630 Win=131072 Len=0 SLE=1591 SRE=1630"
"168","3.546969","64.233.177.105","192.168.207.132","TCP","54","443  >  61648 [ACK] Seq=1630 Ack=1008 Win=65280 Len=0"
"169","3.548853","64.233.177.105","192.168.207.132","TCP","54","443  >  61646 [ACK] Seq=42940 Ack=1725 Win=65536 Len=0"
"170","3.552752","172.217.2.67","192.168.207.132","TCP","54","443  >  61638 [ACK] Seq=179 Ack=4966 Win=339 Len=0"
"171","3.568527","64.233.177.105","192.168.207.132","TLSv1.3","128","Application Data"
"172","3.568527","64.233.177.105","192.168.207.132","TLSv1.3","108","Application Data"
"173","3.568527","64.233.177.105","192.168.207.132","TLSv1.3","85","Application Data"
"174","3.568528","64.233.177.105","192.168.207.132","TLSv1.3","93","Application Data"
"175","3.568575","192.168.207.132","64.233.177.105","TCP","54","61646  >  443 [ACK] Seq=1725 Ack=43138 Win=130560 Len=0"
"176","3.569064","192.168.207.132","64.233.177.105","TLSv1.3","93","Application Data"
"177","3.586586","64.233.177.105","192.168.207.132","TCP","54","443  >  61646 [ACK] Seq=43138 Ack=1764 Win=65536 Len=0"
"178","3.624162","192.168.207.132","64.233.177.105","TLSv1.3","232","Application Data"
"179","3.627032","192.168.207.132","64.233.177.105","TLSv1.3","128","Application Data"
"180","3.638485","64.233.177.105","192.168.207.132","TCP","54","443  >  61646 [ACK] Seq=43138 Ack=1942 Win=67072 Len=0"
"181","3.639918","64.233.177.105","192.168.207.132","TCP","54","443  >  61646 [ACK] Seq=43138 Ack=2016 Win=67072 Len=0"
"182","3.648494","64.233.177.105","192.168.207.132","TLSv1.3","141","Application Data"
"183","3.649328","64.233.177.105","192.168.207.132","TLSv1.3","85","Application Data"
"184","3.649328","64.233.177.105","192.168.207.132","TLSv1.3","93","Application Data"
"185","3.649382","192.168.207.132","64.233.177.105","TCP","54","61646  >  443 [ACK] Seq=2016 Ack=43295 Win=130560 Len=0"
"186","3.649965","192.168.207.132","64.233.177.105","TLSv1.3","93","Application Data"
"187","3.666468","64.233.177.105","192.168.207.132","TLSv1.3","125","Application Data"
"188","3.666469","64.233.177.105","192.168.207.132","TLSv1.3","108","Application Data"
"189","3.666470","64.233.177.105","192.168.207.132","TLSv1.3","85","Application Data"
"190","3.666470","64.233.177.105","192.168.207.132","TLSv1.3","93","Application Data"
"191","3.666572","192.168.207.132","64.233.177.105","TCP","54","61646  >  443 [ACK] Seq=2055 Ack=43490 Win=130304 Len=0"
"192","3.667027","192.168.207.132","64.233.177.105","TLSv1.3","93","Application Data"
"193","3.676482","192.168.207.132","1.1.1.1","TCP","66","61649  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"194","3.679277","1.1.1.1","192.168.207.132","TCP","66","443  >  61649 [SYN, ACK] Seq=0 Ack=1 Win=13900 Len=0 MSS=1390 SACK_PERM=1 WS=128"
"195","3.679336","192.168.207.132","1.1.1.1","TCP","54","61649  >  443 [ACK] Seq=1 Ack=1 Win=131840 Len=0"
"196","3.679831","192.168.207.132","1.1.1.1","TLSv1.2","571","Client Hello"
"197","3.682226","1.1.1.1","192.168.207.132","TCP","54","443  >  61649 [ACK] Seq=1 Ack=518 Win=14976 Len=0"
"198","3.682226","1.1.1.1","192.168.207.132","TLSv1.2","738","Server Hello, Certificate, Server Hello Done"
"199","3.682401","192.168.207.132","1.1.1.1","TLSv1.2","61","Alert (Level: Fatal, Description: Certificate Unknown)"
"200","3.682540","192.168.207.132","1.1.1.1","TCP","54","61649  >  443 [FIN, ACK] Seq=525 Ack=685 Win=131328 Len=0"
"201","3.682806","192.168.207.132","10.10.8.100","DNS","77","Standard query 0x236e A fonts.gstatic.com"
"202","3.683373","64.233.177.105","192.168.207.132","TCP","54","443  >  61646 [ACK] Seq=43490 Ack=2094 Win=67072 Len=0"
"203","3.684679","1.1.1.1","192.168.207.132","TCP","54","443  >  61649 [FIN, ACK] Seq=685 Ack=525 Win=14976 Len=0"
"204","3.684723","192.168.207.132","1.1.1.1","TCP","54","61649  >  443 [ACK] Seq=526 Ack=686 Win=131328 Len=0"
"205","3.686385","1.1.1.1","192.168.207.132","TCP","54","443  >  61649 [ACK] Seq=686 Ack=526 Win=14976 Len=0"
"206","3.686386","10.10.8.100","192.168.207.132","DNS","129","Standard query response 0x236e A fonts.gstatic.com CNAME gstaticadssl.l.google.com A 108.177.122.94"
"207","3.687272","192.168.207.132","1.1.1.1","TCP","66","61650  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"208","3.689013","1.1.1.1","192.168.207.132","TCP","66","443  >  61650 [SYN, ACK] Seq=0 Ack=1 Win=13900 Len=0 MSS=1390 SACK_PERM=1 WS=128"
"209","3.689082","192.168.207.132","1.1.1.1","TCP","54","61650  >  443 [ACK] Seq=1 Ack=1 Win=131840 Len=0"
"210","3.689371","192.168.207.132","1.1.1.1","TLSv1.2","571","Client Hello"
"211","3.692426","1.1.1.1","192.168.207.132","TCP","54","443  >  61650 [ACK] Seq=1 Ack=518 Win=14976 Len=0"
"212","3.694298","1.1.1.1","192.168.207.132","TLSv1.2","738","Server Hello, Certificate, Server Hello Done"
"213","3.694472","192.168.207.132","1.1.1.1","TLSv1.2","61","Alert (Level: Fatal, Description: Certificate Unknown)"
"214","3.694622","192.168.207.132","1.1.1.1","TCP","54","61650  >  443 [FIN, ACK] Seq=525 Ack=685 Win=131328 Len=0"
"215","3.695127","192.168.207.132","108.177.122.94","TCP","66","61651  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"216","3.695755","1.1.1.1","192.168.207.132","TCP","54","443  >  61650 [FIN, ACK] Seq=685 Ack=525 Win=14976 Len=0"
"217","3.695798","192.168.207.132","1.1.1.1","TCP","54","61650  >  443 [ACK] Seq=526 Ack=686 Win=131328 Len=0"
"218","3.696701","1.1.1.1","192.168.207.132","TCP","54","443  >  61650 [ACK] Seq=686 Ack=526 Win=14976 Len=0"
"219","3.711453","108.177.122.94","192.168.207.132","TCP","66","443  >  61651 [SYN, ACK] Seq=0 Ack=1 Win=62920 Len=0 MSS=1380 SACK_PERM=1 WS=256"
"220","3.711526","192.168.207.132","108.177.122.94","TCP","54","61651  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0"
"221","3.711799","192.168.207.132","108.177.122.94","TLSv1.3","571","Client Hello"
"222","3.725217","108.177.122.94","192.168.207.132","TCP","54","443  >  61651 [ACK] Seq=1 Ack=518 Win=65792 Len=0"
"223","3.727822","108.177.122.94","192.168.207.132","TLSv1.3","1434","Server Hello, Change Cipher Spec"
"224","3.727823","108.177.122.94","192.168.207.132","TCP","1076","[TCP Previous segment not captured] 443  >  61651 [PSH, ACK] Seq=2761 Ack=518 Win=65792 Len=1022 [TCP segment of a reassembled PDU]"
"225","3.727824","108.177.122.94","192.168.207.132","TCP","1434","[TCP Out-Of-Order] 443  >  61651 [ACK] Seq=1381 Ack=518 Win=65792 Len=1380"
"226","3.727873","192.168.207.132","108.177.122.94","TCP","66","61651  >  443 [ACK] Seq=518 Ack=1381 Win=131072 Len=0 SLE=2761 SRE=3783"
"227","3.727940","192.168.207.132","108.177.122.94","TCP","54","61651  >  443 [ACK] Seq=518 Ack=3783 Win=131072 Len=0"
"228","3.729466","192.168.207.132","108.177.122.94","TLSv1.3","118","Change Cipher Spec, Application Data"
"229","3.743825","108.177.122.94","192.168.207.132","TLSv1.3","618","Application Data, Application Data"
"230","3.768295","192.168.207.132","64.233.177.105","TLSv1.3","234","Application Data"
"231","3.781342","64.233.177.105","192.168.207.132","TCP","54","443  >  61646 [ACK] Seq=43490 Ack=2274 Win=68608 Len=0"
"232","3.784814","192.168.207.132","108.177.122.94","TCP","54","61651  >  443 [ACK] Seq=582 Ack=4347 Win=130304 Len=0"
"233","3.813687","64.233.177.105","192.168.207.132","TLSv1.3","125","Application Data"
"234","3.814583","64.233.177.105","192.168.207.132","TLSv1.3","375","Application Data"
"235","3.814632","192.168.207.132","64.233.177.105","TCP","54","61646  >  443 [ACK] Seq=2274 Ack=43882 Win=129792 Len=0"
"236","3.815761","64.233.177.105","192.168.207.132","TLSv1.3","86","Application Data"
"237","3.816416","64.233.177.105","192.168.207.132","TLSv1.3","85","Application Data"
"238","3.816417","64.233.177.105","192.168.207.132","TLSv1.3","93","Application Data"
"239","3.816457","192.168.207.132","64.233.177.105","TCP","54","61646  >  443 [ACK] Seq=2274 Ack=43984 Win=129792 Len=0"
"240","3.816617","192.168.207.132","64.233.177.105","TLSv1.3","93","Application Data"
"241","3.833699","64.233.177.105","192.168.207.132","TCP","54","443  >  61646 [ACK] Seq=43984 Ack=2313 Win=68608 Len=0"
"242","3.929180","192.168.207.132","64.233.177.105","TLSv1.3","235","Application Data"
"243","3.944506","64.233.177.105","192.168.207.132","TCP","54","443  >  61646 [ACK] Seq=43984 Ack=2494 Win=69888 Len=0"
